▶️┃IPV4央视,#genre#
CGTN,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=CGTN



CCTV1,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV1,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV1,http://58.19.38.233:8888/newlive/live/hls/2/live.m3u8
CCTV1,http://183.134.3.22:8888/newlive/live/hls/2/live.m3u8
CCTV1,http://221.2.146.228:8888/newlive/live/hls/2/live.m3u8
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV1,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV1,http://222.81.86.42:8060/hls/ch3/ch3.m3u8
CCTV1,http://111.59.63.32:9901/tsfile/live/1008_1.m3u8
CCTV2,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV2,http://221.2.146.228:8888/newlive/live/hls/3/live.m3u8
CCTV2,http://183.134.3.22:8888/newlive/live/hls/3/live.m3u8
CCTV2,http://221.2.36.34:8888/newlive/live/hls/3/live.m3u8
CCTV2,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2,http://111.20.35.103:6610/yinhe/2/ch00000090990000001840/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
CCTV2,http://221.213.43.82:8888/newlive/live/hls/3/live.m3u8
CCTV2,http://111.59.63.32:9901/tsfile/live/1009_1.m3u8
CCTV3,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV3,http://221.2.146.228:8888/newlive/live/hls/4/live.m3u8
CCTV3,http://58.19.38.233:8888/newlive/live/hls/4/live.m3u8
CCTV3,http://183.134.3.22:8888/newlive/live/hls/4/live.m3u8
CCTV3,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV4,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV4,http://221.2.146.228:8888/newlive/live/hls/5/live.m3u8
CCTV4,http://183.134.3.22:8888/newlive/live/hls/5/live.m3u8
CCTV4,http://61.182.33.218:8000/hls/4/index.m3u8
CCTV4,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV4,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV4,https://turkmedya-live.ercdn.net/tv4/tv4_720p.m3u8
CCTV4,http://111.59.63.32:9901/tsfile/live/1011_1.m3u8
CCTV4,http://1.195.111.251:11190/tsfile/live/0004_1.m3u8
CCTV5,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5,http://58.19.38.233:8888/newlive/live/hls/6/live.m3u8
CCTV5,http://183.134.3.22:8888/newlive/live/hls/6/live.m3u8
CCTV5,http://61.182.33.218:8000/hls/5/index.m3u8
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5,http://223.95.111.98:5555/newlive/live/hls/5/live.m3u8
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5+,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV5+,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV6,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV6,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV6,http://221.2.146.228:8888/newlive/live/hls/7/live.m3u8
CCTV6,http://183.134.3.22:8888/newlive/live/hls/7/live.m3u8
CCTV6,http://61.182.33.218:8000/hls/6/index.m3u8
CCTV7,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV7,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225778/1.m3u8
CCTV7,http://221.2.146.228:8888/newlive/live/hls/8/live.m3u8
CCTV7,http://183.134.3.22:8888/newlive/live/hls/8/live.m3u8
CCTV7,http://61.182.33.218:8000/hls/7/index.m3u8
CCTV7,http://gmxw.7766.org:808/hls/25/index.m3u8
CCTV7,http://111.20.35.103:6610/yinhe/2/ch00000090990000001325/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV8,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
CCTV8,http://221.2.146.228:8888/newlive/live/hls/9/live.m3u8
CCTV8,http://183.134.3.22:8888/newlive/live/hls/9/live.m3u8
CCTV8,http://61.182.33.218:8000/hls/8/index.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
CCTV8,http://58.19.38.233:8888/newlive/live/hls/10/live.m3u8
CCTV8,http://111.59.63.32:9901/tsfile/live/1015_1.m3u8
CCTV9,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV9,http://221.2.146.228:8888/newlive/live/hls/10/live.m3u8
CCTV9,http://58.19.38.233:8888/newlive/live/hls/11/live.m3u8
CCTV9,http://183.134.3.22:8888/newlive/live/hls/10/live.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV9,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV9,http://223.95.111.98:5555/newlive/live/hls/9/live.m3u8
CCTV9,http://221.213.43.82:8888/newlive/live/hls/11/live.m3u8
CCTV9,http://111.59.63.32:9901/tsfile/live/1016_1.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV10,http://221.2.146.228:8888/newlive/live/hls/11/live.m3u8
CCTV10,https://epg.pw/stream/6ef5ffbb8c7555a1beee3d70767d5f42614470f8a2b7344cc478e75a0fe444a1.m3u8
CCTV10,http://183.134.3.22:8888/newlive/live/hls/11/live.m3u8
CCTV10,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV10,http://gmxw.7766.org:808/hls/28/index.m3u8
CCTV11,http://183.134.3.22:8888/newlive/live/hls/12/live.m3u8
CCTV11,http://221.2.146.228:8888/newlive/live/hls/12/live.m3u8
CCTV11,http://gmxw.7766.org:808/hls/29/index.m3u8
CCTV12,http://183.134.3.22:8888/newlive/live/hls/13/live.m3u8
CCTV12,http://221.2.146.228:8888/newlive/live/hls/13/live.m3u8
CCTV12,http://223.95.111.98:5555/newlive/live/hls/12/live.m3u8
CCTV12,http://gmxw.7766.org:808/hls/30/index.m3u8
CCTV13,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV13,http://58.19.38.233:8888/newlive/live/hls/15/live.m3u8
CCTV13,http://221.2.146.228:8888/newlive/live/hls/14/live.m3u8
CCTV13,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV13,http://111.59.63.32:9901/tsfile/live/1020_1.m3u8
CCTV13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV14,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV14,http://221.2.146.228:8888/newlive/live/hls/15/live.m3u8
CCTV14,http://223.95.111.98:5555/newlive/live/hls/14/live.m3u8
CCTV16,http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV16,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV15,http://221.2.146.228:8888/newlive/live/hls/16/live.m3u8
CCTV15,http://58.19.38.233:8888/newlive/live/hls/17/live.m3u8
CCTV15,http://183.134.3.22:8888/newlive/live/hls/16/live.m3u8
CCTV15,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV15,http://111.59.63.32:9901/tsfile/live/1022_1.m3u8
CGTNEspa?ol,http://livees.cgtn.com/500e/prog_index.m3u8
CGTN英语,http://live.cgtn.com/500/prog_index.m3u8
CGTNArabic,http://livear.cgtn.com/1000a/prog_index.m3u8
CETV-1,http://110.253.142.191:8888/rtp/239.253.92.211:6069
CETV-1,http://120.0.27.191:18888/rtp/239.253.92.211:6069
CETV-4,http://110.253.142.191:8888/rtp/239.253.92.200:6137
CETV-4,http://120.0.27.191:18888/rtp/239.253.92.200:6137
CETV早期教育,http://110.253.142.191:8888/rtp/239.253.93.164:6440
CETV早期教育,http://120.0.27.191:18888/rtp/239.253.93.164:6440
茶,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226808/index.m3u8

CCTV1,http://110.253.142.191:8888/rtp/239.253.92.83:8012
CCTV2,http://110.253.142.191:8888/rtp/239.253.92.190:6065
CCTV3,http://110.253.142.191:8888/rtp/239.253.92.191:6057
CCTV4,http://110.253.142.191:8888/rtp/239.253.92.251:6141
CCTV4欧洲,http://110.253.142.191:8888/rtp/239.253.93.192:6370
CCTV4美洲,http://110.253.142.191:8888/rtp/239.253.93.193:6371
CCTV5,http://110.253.142.191:8888/rtp/239.253.92.181:6046
CCTV5+,http://110.253.142.191:8888/rtp/239.253.92.82:8013
CCTV6,http://110.253.142.191:8888/rtp/239.253.92.193:6058
CCTV7,http://110.253.142.191:8888/rtp/239.253.92.194:6059
CCTV8,http://110.253.142.191:8888/rtp/239.253.92.195:6060
CCTV9,http://110.253.142.191:8888/rtp/239.253.92.107:6020
CCTV10,http://110.253.142.191:8888/rtp/239.253.92.196:6061
CCTV11,http://110.253.142.191:8888/rtp/239.253.93.153:6321
CCTV12,http://110.253.142.191:8888/rtp/239.253.92.197:6062
CCTV13,http://110.253.142.191:8888/rtp/239.253.92.13:8008
CCTV14,http://110.253.142.191:8888/rtp/239.253.92.198:6063
CCTV15,http://110.253.142.191:8888/rtp/239.253.93.154:6322
CCTV17,http://110.253.142.191:8888/rtp/239.253.93.150:6318
CCTV第一剧场,http://110.253.142.191:8888/rtp/239.253.93.138:6428
CCTV风云剧场,http://110.253.142.191:8888/rtp/239.253.93.251:6429
CCTV怀旧剧场,http://110.253.142.191:8888/rtp/239.253.93.252:6430
CCTV风云音乐,http://110.253.142.191:8888/rtp/239.253.93.253:6431
CCTV风云足球,http://110.253.142.191:8888/rtp/239.253.93.254:6432
CCTV央视台球,http://110.253.142.191:8888/rtp/239.253.93.231:6409
CCTV高尔夫·网球,http://110.253.142.191:8888/rtp/239.253.93.122:6465
CCTV世界地理,http://110.253.142.191:8888/rtp/239.253.92.131:6113
CCTV女性时尚,http://110.253.142.191:8888/rtp/239.253.92.144:6114
CCTV兵器科技,http://110.253.142.191:8888/rtp/239.253.93.47:6435
CCTV综合指南,http://110.253.142.191:8888/rtp/239.253.93.249:6427
CCTV央视文化精品,http://110.253.142.191:8888/rtp/239.253.93.175:6439
CGTN,http://110.253.142.191:8888/rtp/239.253.92.15:8011
CGTN,https://livedoc.cgtn.com/1000d/prog_index.m3u8
CGTN记录,http://110.253.142.191:8888/rtp/239.253.93.195:6373
CCTV4K,http://110.253.142.191:8888/rtp/239.253.93.134:6631

🔓┃IPV6,#genre#
CCTV3 4M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8
CCTV4 4M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV5 4M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5+ 4M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV6 4M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV7 4M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV13 8M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV14 4M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV16 4M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV-5体育,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV-8电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
北京淘电影,http://61.148.223.18:8888/newlive/live/hls/57/live.m3u8
北京纪实科教8K,http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8
安徽公共,http://mmitv.top/test/ahtv.php?id=16#http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829349154529.m3u8
安徽农业科教,http://mmitv.top/test/ahtv.php?id=14
安徽国际,http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829422933950.m3u8
安徽导视,https://livehls1.appcoo.com/liveshopping/949E0A98C9D0C311/6D925141BC1F8C28/index.m3u8
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be.flv#http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8#http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8?zanhd#http://mmitv.top/test/ahtv.php?id=13#http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829369249612.m3u8
安徽经济生活,http://mmitv.top/test/ahtv.php?id=12
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd%EF%BC%9F%E4%B8%96%E7%95%8C%E6%9D%AF%E4%B8%96%E7%95%8C%E6%9D%AF
广西新闻,http://111.59.63.32:9901/tsfile/live/1007_1.m3u8
浙江卫视 3M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8
深圳卫视 3M1080,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
百事通1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225834/1.m3u8
百事通2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225836/1.m3u8

▶️┃移动卫视,#genre#

东方卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=dfws
江苏卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=jsws
江西卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=jxws
山东卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=sxws
重庆卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=cqws
陕西卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=sxws1#http://123.240a.top/%E5%92%AA%E5%92%95.php?id=sxws2
湖北卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=hbws
内蒙古卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=nmgws
甘肃卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=gsws
新疆卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=xjws1
西藏卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=xzws
宁夏卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=nxws
广西卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=gxws
云南卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=ynws
贵州卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=gzws
青海卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=qhws
吉林卫视,http://123.240a.top/%E5%92%AA%E5%92%95.php?id=jlws

都市频道,http://221.213.70.18:9901/tsfile/live/0128_1.m3u8?key=txiptv
娱乐频道,http://221.213.70.18:9901/tsfile/live/0124_1.m3u8?key=txiptv
公共频道,http://221.213.70.18:9901/tsfile/live/0127_1.m3u8?key=txiptv
浙江卫视,http://221.213.70.18:9901/tsfile/live/0127_2.m3u8?key=txiptv
江苏卫视,http://221.213.70.18:9901/tsfile/live/0130_1.m3u8?key=txiptv
湖南卫视,http://221.213.70.18:9901/tsfile/live/0122_1.m3u8?key=txiptv
东方卫视,http://221.213.70.18:9901/tsfile/live/0135_2.m3u8?key=txiptv
北京卫视,http://221.213.70.18:9901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://221.213.70.18:9901/tsfile/live/0138_1.m3u8?key=txiptv
安徽卫视,http://221.213.70.18:9901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://221.213.70.18:9901/tsfile/live/0142_1.m3u8?key=txiptv
重庆卫视,http://221.213.70.18:9901/tsfile/live/0121_1.m3u8?key=txiptv
山东卫视,http://221.213.70.18:9901/tsfile/live/0143_1.m3u8?key=txiptv
辽宁卫视,http://221.213.70.18:9901/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://221.213.70.18:9901/tsfile/live/0123_1.m3u8?key=txiptv
四川卫视,http://221.213.70.18:9901/tsfile/live/0139_2.m3u8?key=txiptv
黑龙江卫视,http://221.213.70.18:9901/tsfile/live/0138_2.m3u8?key=txiptv
东南卫视,http://221.213.70.18:9901/tsfile/live/0120_1.m3u8?key=txiptv
贵州卫视,http://221.213.70.18:9901/tsfile/live/0125_1.m3u8?key=txiptv
广东卫视,http://221.213.70.18:9901/tsfile/live/0139_1.m3u8?key=txiptv
河南卫视,http://221.213.70.18:9901/tsfile/live/0116_1.m3u8?key=txiptv
吉林卫视,http://221.213.70.18:9901/tsfile/live/0118_1.m3u8?key=txiptv
山西卫视,http://221.213.70.18:9901/tsfile/live/0136_1.m3u8?key=txiptv
河北卫视,http://221.213.70.18:9901/tsfile/live/0113_1.m3u8?key=txiptv
广西卫视,http://221.213.70.18:9901/tsfile/live/0109_1.m3u8?key=txiptv
陕西卫视,http://221.213.70.18:9901/tsfile/live/0140_1.m3u8?key=txiptv
甘肃卫视,http://221.213.70.18:9901/tsfile/live/0141_1.m3u8?key=txiptv
青海卫视,http://221.213.70.18:9901/tsfile/live/0112_1.m3u8?key=txiptv
内蒙古卫视,http://221.213.70.18:9901/tsfile/live/0109_2.m3u8?key=txiptv
海南卫视,http://221.213.70.18:9901/tsfile/live/1003_1.m3u8?key=txiptv
厦门卫视,http://221.213.70.18:9901/tsfile/live/0115_1.m3u8?key=txiptv
金鹰卡通,http://221.213.70.18:9901/tsfile/live/1005_1.m3u8?key=txiptv
优漫卡通,http://221.213.70.18:9901/tsfile/live/1007_1.m3u8?key=txiptv
嘉佳卡通,http://221.213.70.18:9901/tsfile/live/1008_1.m3u8?key=txiptv
哈哈炫动,http://221.213.70.18:9901/tsfile/live/1009_1.m3u8?key=txiptv
北京卡通,http://221.213.70.18:9901/tsfile/live/1010_1.m3u8?key=txiptv

北京卫视,http://221.2.36.34:8888/newlive/live/hls/19/live.m3u8#http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226222/1.m3u8
天津卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225765/index.m3u8#http://221.2.36.34:8888/newlive/live/hls/42/live.m3u8#http://182.107.188.104:8888/newlive/live/hls/43/live.m3u8#http://61.51.122.50:8888/newlive/live/hls/26/live.m3u8
深圳卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225752/index.m3u8#http://182.107.188.104:8888/newlive/live/hls/28/live.m3u8#http://61.51.122.50:8888/newlive/live/hls/21/live.m3u8#http://61.51.122.50:8888/newlive/live/hls/35/live.m3u8#http://39.134.24.165/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226205/1.m3u8
湖北卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225760/index.m3u8#http://111.20.35.103:6610/000000001000/1000000001000010355/index.m3u8?channel-id=ystenlive&Contentid=1000000001000010355&livemode=1&stbId=00#http://221.2.36.34:8888/newlive/live/hls/34/live.m3u8#http://182.107.188.104:8888/newlive/live/hls/34/live.m3u8#http://61.51.122.50:8888/newlive/live/hls/25/live.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226206/index.m3u8
重庆卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225791/index.m3u8#http://111.20.35.103:6610/000000001000/1000000002000018937/index.m3u8?channel-id=ystenlive&Contentid=1000000002000018937&livemode=1&stbId=00#http://221.2.36.34:8888/newlive/live/hls/31/live.m3u8#http://221.213.43.82:8888/newlive/live/hls/31/live.m3u8#http://182.107.188.104:8888/newlive/live/hls/31/live.m3u8#http://61.51.122.50:8888/newlive/live/hls/37/live.m3u8
山西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8#http://182.107.188.104:8888/newlive/live/hls/48/live.m3u8
